Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
90,17,50,85,18.68,10.02,74.9,42.86,101.26,,,,,,OFF
7,22,47,8,18.57,9.67,75.67,42.86,101.26,,,,,,ON
39,13,37,35,18.54,9.26,76.13,39.08,101.26,,,,,,ON
14,10,47,20,18.5,8.86,76.6,35.29,101.27,,,,,,ON
16,7,57,28,18.5,9.32,76.88,35.03,101.28,,,,,,ON
55,37,66,7,18.49,9.78,77.16,34.78,101.28,,,,,,ON
53,38,53,106,18.49,10.18,77.4,32.39,101.28,,,,,,OFF
17,23,51,11,18.5,10.57,77.64,30,101.29,,,,,,ON
69,26,65,109,18.42,9.62,78.14,24.52,101.3,,,,,,OFF
15,1,20,56,18.33,8.66,78.64,19.05,101.3,,,,,,ON
30,13,69,64,18.3,9.03,78.9,31.74,101.3,,,,,,ON
79,4,32,58,18.26,9.4,79.15,44.44,101.3,,,,,,ON
25,24,64,82,18.22,9.24,79.37,44.44,101.3,,,,,,ON
85,16,65,56,18.18,9.07,79.58,44.44,101.31,,,,,,ON
77,0,30,105,18.16,8.8,79.63,41.39,101.31,,,,,,OFF
83,0,47,64,18.14,8.53,79.67,38.34,101.31,,,,,,OFF
53,28,36,84,18.12,8.26,79.72,35.29,101.31,,,,,,ON
29,3,31,70,18.1,8.14,79.73,33.88,101.32,,,,,,OFF
38,36,22,34,18.08,8.02,79.74,32.46,101.32,,,,,,ON
45,32,63,39,18.06,7.89,79.76,31.04,101.32,,,,,,ON
76,35,49,38,18.04,7.77,79.77,29.63,101.33,,,,,,OFF
85,26,59,93,17.99,7.59,79.92,34.82,101.33,,,,,,OFF
55,21,51,74,17.94,7.41,80.08,40,101.33,,,,,,ON
24,14,46,68,17.88,7.36,80.24,35.19,101.32,,,,,,OFF
10,30,46,106,17.82,7.3,80.4,30.38,101.32,,,,,,OFF
86,24,25,30,17.82,7.54,80.28,34.54,101.32,,,,,,OFF
5,24,45,41,17.82,7.78,80.16,38.71,101.32,,,,,,ON
78,0,25,58,17.73,7.19,80.27,29.52,101.32,,,,,,OFF
66,20,64,49,17.63,6.6,80.38,20.34,101.32,,,,,,ON
16,36,53,47,17.57,6.43,80.6,17.36,101.32,,,,,,ON
32,2,59,37,17.51,6.26,80.81,14.37,101.31,,,,,,ON
57,35,63,28,17.4,5.8,81.06,17.8,101.3,,,,,,OFF
49,3,66,96,17.3,5.35,81.31,21.24,101.3,,,,,,OFF
4,28,40,82,17.28,5.68,81.15,17.8,101.3,,,,,,ON
35,30,67,8,17.27,6,80.98,14.37,101.29,,,,,,ON
78,10,45,66,17.24,5.84,80.76,14.04,101.28,,,,,,OFF
74,4,48,98,17.22,5.68,80.55,13.71,101.28,,,,,,OFF
22,18,23,15,17.2,5.86,80.44,14.5,101.28,,,,,,ON
88,39,39,49,17.17,6.04,80.34,15.29,101.27,,,,,,ON
3,9,29,62,17.13,5.84,80.16,26.11,101.26,,,,,,ON
7,30,25,21,17.09,5.64,79.99,36.92,101.26,,,,,,ON
83,8,26,48,17.07,5.46,79.93,24.46,101.26,,,,,,OFF
28,5,26,70,17.05,5.27,79.87,12,101.25,,,,,,OFF
36,13,69,5,17.04,5.23,79.82,14.06,101.25,,,,,,ON
2,0,59,3,17.03,5.19,79.78,16.11,101.25,,,,,,OFF
1,14,66,60,17.06,5.11,79.58,17.81,101.24,,,,,,ON
74,15,20,15,17.08,5.02,79.37,19.51,101.24,,,,,,OFF
45,36,64,15,17.06,5.2,79.61,16.98,101.24,,,,,,ON
9,7,50,17,17.03,5.38,79.85,14.46,101.23,,,,,,ON
44,24,50,31,16.99,4.86,80.06,14.12,101.23,,,,,,OFF
29,27,24,73,16.95,4.35,80.26,13.79,101.23,,,,,,ON
46,24,39,6,16.96,4.96,80.36,20.08,101.22,,,,,,ON
77,10,49,45,16.98,5.56,80.46,26.37,101.22,,,,,,OFF
5,17,41,15,16.94,4.8,80.55,20.08,101.22,,,,,,OFF
85,16,24,3,16.91,4.04,80.64,13.79,101.22,,,,,,OFF
41,43,54,82,16.9,4.46,81.02,13.02,101.22,,,,,,ON
33,22,32,56,16.89,4.89,81.4,12.24,101.22,,,,,,ON
11,13,50,65,16.96,5.02,81.14,11.5,101.22,,,,,,ON
75,22,60,72,17.03,5.15,80.88,10.76,101.22,,,,,,OFF
35,13,25,84,17.02,5.41,81.18,17.88,101.22,,,,,,OFF
79,42,54,86,17.01,5.67,81.49,25,101.21,,,,,,ON
57,15,56,66,17.02,5.39,81.74,19.32,101.2,,,,,,OFF
28,22,34,84,17.02,5.11,81.98,13.64,101.2,,,,,,ON
58,35,30,91,16.99,5.18,82.29,16.11,101.2,,,,,,OFF
23,43,21,75,16.97,5.24,82.61,18.58,101.2,,,,,,ON
2,44,42,7,16.94,5.31,82.92,21.05,101.2,,,,,,ON
29,2,47,93,16.93,5.28,83.26,16.77,101.2,,,,,,OFF
83,32,55,110,16.92,5.26,83.59,12.5,101.19,,,,,,OFF
75,20,20,12,16.92,5.51,84.02,18.13,101.18,,,,,,OFF
76,15,38,51,16.92,5.76,84.46,23.76,101.17,,,,,,ON
21,37,28,43,16.94,6.14,84.61,21.33,101.17,,,,,,ON
61,12,28,105,16.97,6.52,84.76,18.9,101.17,,,,,,OFF
38,19,38,1,16.92,6.05,85.01,19.98,101.17,,,,,,ON
35,0,25,16,16.88,5.58,85.26,21.05,101.17,,,,,,OFF
16,26,63,83,16.82,5.45,85.54,17.84,101.17,,,,,,ON
37,16,32,82,16.77,5.32,85.83,14.63,101.17,,,,,,ON
41,14,48,44,16.76,5.55,86.05,23.76,101.18,,,,,,OFF
47,38,51,78,16.76,5.78,86.27,32.88,101.18,,,,,,ON
39,38,48,12,16.74,5.7,86.46,28.81,101.18,,,,,,ON
30,24,43,50,16.71,5.62,86.65,24.74,101.18,,,,,,ON
66,22,64,67,16.7,5.38,86.84,24.74,101.18,,,,,,ON
6,3,40,5,16.68,5.14,87.04,24.74,101.18,,,,,,OFF
47,26,36,14,16.62,5.25,87.22,21.46,101.18,,,,,,ON
69,43,61,17,16.57,5.36,87.41,18.18,101.17,,,,,,OFF
78,17,25,47,16.52,5.06,87.48,16.02,101.17,,,,,,OFF
84,17,42,39,16.48,4.76,87.55,13.87,101.17,,,,,,OFF
38,3,57,75,16.44,4.92,87.72,14.21,101.16,,,,,,OFF
36,1,30,106,16.4,5.08,87.89,14.55,101.16,,,,,,OFF
48,9,70,75,16.36,5.08,88.08,20.04,101.16,,,,,,ON
74,10,62,109,16.32,5.08,88.26,25.53,101.15,,,,,,OFF
12,22,33,1,16.27,4.48,88.48,21.28,101.15,,,,,,ON
36,5,42,58,16.23,3.88,88.71,17.02,101.15,,,,,,OFF
85,32,28,6,16.18,4.24,89.02,21.99,101.16,,,,,,OFF
86,33,39,44,16.13,4.6,89.34,26.97,101.16,,,,,,ON
76,2,32,88,16.09,4.5,89.43,25.85,101.16,,,,,,ON
24,17,51,96,16.05,4.4,89.51,24.74,101.16,,,,,,OFF
42,30,55,10,16,4.1,89.74,22.28,101.16,,,,,,ON
65,9,30,0,15.95,3.79,89.96,19.83,101.17,,,,,,OFF
90,34,61,40,15.94,4.16,90.02,22.82,101.18,,,,,,ON
66,33,41,21,15.94,4.53,90.08,25.81,101.18,,,,,,OFF
41,5,54,20,16,4.56,89.85,26.03,101.18,,,,,,ON
6,29,29,69,16.05,4.59,89.63,26.25,101.18,,,,,,ON
43,29,50,95,16.11,4.62,89.4,26.47,101.18,,,,,,OFF
47,30,40,85,16.16,4.65,89.17,26.68,101.18,,,,,,ON
41,6,55,12,16.22,4.68,88.95,26.9,101.18,,,,,,ON
31,7,27,83,16.27,4.71,88.72,27.12,101.18,,,,,,OFF
66,33,53,36,16.33,4.74,88.49,27.34,101.18,,,,,,OFF
56,8,34,11,16.38,4.77,88.27,27.56,101.18,,,,,,ON
45,44,55,95,16.44,4.8,88.04,27.78,101.18,,,,,,OFF
73,30,24,94,16.49,4.83,87.81,28,101.18,,,,,,OFF
28,0,47,47,16.55,4.86,87.59,28.21,101.18,,,,,,OFF
82,25,25,98,16.6,4.89,87.36,28.43,101.19,,,,,,OFF
42,1,40,65,16.66,4.92,87.13,28.65,101.19,,,,,,OFF
89,32,33,14,16.71,4.95,86.91,28.87,101.19,,,,,,OFF
78,25,40,22,16.77,4.98,86.68,29.09,101.19,,,,,,OFF
27,19,37,84,16.82,5.01,86.45,29.31,101.19,,,,,,ON
78,20,30,92,16.88,5.04,86.23,29.53,101.19,,,,,,OFF
2,42,38,17,16.93,5.07,86,29.74,101.19,,,,,,ON
27,41,33,6,16.99,5.1,85.77,29.96,101.19,,,,,,ON
57,20,29,80,17.04,5.13,85.55,30.18,101.19,,,,,,OFF
31,19,22,81,17.1,5.16,85.32,30.4,101.19,,,,,,OFF
19,33,29,103,17.15,5.19,85.09,30.62,101.19,,,,,,OFF
70,37,53,101,17.21,5.22,84.87,30.84,101.19,,,,,,OFF
26,37,40,56,17.26,5.25,84.64,31.06,101.19,,,,,,ON
39,33,35,72,17.32,5.28,84.41,31.27,101.19,,,,,,ON
35,26,26,75,17.37,5.31,84.19,31.49,101.19,,,,,,OFF
31,22,24,109,17.43,5.34,83.96,31.71,101.19,,,,,,OFF
53,33,42,86,17.48,5.37,83.73,31.93,101.19,,,,,,ON
75,32,51,52,17.54,5.4,83.51,32.15,101.19,,,,,,ON
81,1,37,70,17.59,5.43,83.28,32.37,101.19,,,,,,OFF
22,18,30,14,17.65,5.46,83.05,32.59,101.19,,,,,,ON
50,6,34,35,17.7,5.49,82.83,32.8,101.19,,,,,,ON
8,17,48,36,17.76,5.52,82.6,33.02,101.19,,,,,,OFF
16,19,28,24,17.81,5.55,82.37,33.24,101.2,,,,,,ON
86,1,49,69,17.87,5.58,82.15,33.46,101.2,,,,,,OFF
21,30,22,72,17.92,5.61,81.92,33.68,101.2,,,,,,ON
35,28,21,32,17.98,5.64,81.69,33.9,101.2,,,,,,ON
20,4,38,32,18.03,5.67,81.47,34.12,101.2,,,,,,ON
43,10,21,56,18.09,5.7,81.24,34.33,101.2,,,,,,OFF
53,19,62,63,18.14,5.73,81.01,34.55,101.2,,,,,,OFF
71,41,62,14,18.2,5.76,80.79,34.77,101.2,,,,,,OFF
62,9,35,44,18.25,5.79,80.56,34.99,101.2,,,,,,ON
22,43,58,83,18.31,5.82,80.33,35.21,101.2,,,,,,ON
10,18,62,23,18.36,5.85,80.11,35.43,101.2,,,,,,ON
70,24,40,72,18.42,5.88,79.88,35.65,101.2,,,,,,ON
12,5,37,37,18.47,5.91,79.65,35.86,101.2,,,,,,ON
64,33,47,75,18.53,5.94,79.43,36.08,101.2,,,,,,ON
16,11,30,20,18.58,5.97,79.2,36.3,101.2,,,,,,ON
90,32,66,50,18.64,6,78.97,36.52,101.2,,,,,,ON
83,0,27,4,18.69,6.03,78.75,36.74,101.2,,,,,,OFF
47,31,58,29,18.75,6.06,78.52,36.96,101.2,,,,,,ON
2,20,44,101,18.8,6.09,78.29,37.18,101.2,,,,,,OFF
33,36,65,74,18.86,6.12,78.07,37.39,101.2,,,,,,ON
85,5,49,8,18.91,6.15,77.84,37.61,101.2,,,,,,OFF
83,10,20,4,18.97,6.18,77.61,37.83,101.2,,,,,,OFF
49,36,69,33,19.03,6.21,77.39,38.05,101.2,,,,,,ON
3,13,33,105,19.08,6.24,77.16,38.27,101.21,,,,,,OFF
90,14,59,81,19.14,6.27,76.93,38.49,101.21,,,,,,OFF
39,3,29,104,19.19,6.3,76.71,38.71,101.21,,,,,,OFF
68,29,61,62,19.25,6.33,76.48,38.92,101.21,,,,,,ON
54,19,50,58,19.3,6.36,76.25,39.14,101.21,,,,,,ON
13,37,60,102,19.36,6.39,76.03,39.36,101.21,,,,,,OFF
2,30,65,83,19.41,6.42,75.8,39.58,101.21,,,,,,ON
15,43,49,27,19.47,6.45,75.57,39.8,101.21,,,,,,ON
46,38,44,4,19.52,6.48,75.35,40.02,101.21,,,,,,ON
14,16,70,1,19.58,6.51,75.12,40.24,101.21,,,,,,ON
40,20,63,107,19.63,6.54,74.89,40.46,101.21,,,,,,OFF
65,6,29,106,19.69,6.57,74.67,40.67,101.21,,,,,,OFF
66,1,34,95,19.74,6.6,74.44,40.89,101.21,,,,,,OFF
80,21,68,102,19.8,6.63,74.21,41.11,101.21,,,,,,OFF
61,7,39,17,19.85,6.66,73.99,41.33,101.21,,,,,,OFF
86,2,26,95,19.91,6.69,73.76,41.55,101.21,,,,,,OFF
12,13,54,54,19.96,6.72,73.53,41.77,101.21,,,,,,ON
56,5,33,18,20.02,6.75,73.31,41.99,101.21,,,,,,ON
81,2,25,22,20.07,6.78,73.08,42.2,101.21,,,,,,OFF
22,6,69,23,20.13,6.81,72.85,42.42,101.21,,,,,,ON
43,30,63,81,20.18,6.84,72.63,42.64,101.21,,,,,,OFF
32,45,66,92,20.24,6.87,72.4,42.86,101.21,,,,,,OFF
63,12,52,53,20.29,6.9,72.17,43.08,101.22,,,,,,OFF
11,45,46,106,20.35,6.93,71.95,43.3,101.22,,,,,,OFF
15,12,23,64,20.4,6.96,71.72,43.52,101.22,,,,,,ON
18,24,38,26,20.46,6.99,71.49,43.73,101.22,,,,,,OFF
32,41,61,75,20.51,7.02,71.27,43.95,101.22,,,,,,ON
64,8,58,87,20.57,7.05,71.04,44.17,101.22,,,,,,OFF
14,22,36,96,20.62,7.08,70.81,44.39,101.22,,,,,,OFF
67,24,59,40,20.68,7.11,70.59,44.61,101.22,,,,,,OFF
25,44,45,94,20.73,7.14,70.36,44.83,101.22,,,,,,OFF
50,8,69,59,20.79,7.17,70.13,45.05,101.22,,,,,,ON
42,39,66,25,20.84,7.2,69.91,45.26,101.22,,,,,,ON
42,5,68,82,20.9,7.23,69.68,45.48,101.22,,,,,,ON
49,34,65,24,20.95,7.26,69.45,45.7,101.22,,,,,,ON
59,15,20,76,21.01,7.29,69.23,45.92,101.22,,,,,,OFF
40,45,50,57,21.06,7.32,69,46.14,101.22,,,,,,ON
28,1,25,28,21.12,7.35,68.77,46.36,101.22,,,,,,OFF
11,40,57,42,21.17,7.38,68.55,46.58,101.22,,,,,,ON
52,18,70,85,21.23,7.41,68.32,46.79,101.22,,,,,,ON
50,28,67,66,21.28,7.44,68.09,47.01,101.22,,,,,,ON
75,18,20,80,21.34,7.47,67.87,47.23,101.22,,,,,,OFF
44,21,32,80,21.39,7.5,67.64,47.45,101.22,,,,,,ON
82,34,41,71,21.45,7.53,67.41,47.67,101.22,,,,,,ON
65,7,44,32,21.5,7.56,67.19,47.89,101.23,,,,,,OFF
85,34,59,7,21.56,7.59,66.96,48.11,101.23,,,,,,OFF
73,22,42,51,21.61,7.62,66.73,48.32,101.23,,,,,,ON
10,15,36,108,21.67,7.65,66.51,48.54,101.23,,,,,,OFF
41,5,35,81,21.72,7.68,66.28,48.76,101.23,,,,,,ON
33,31,39,32,21.78,7.71,66.05,48.98,101.23,,,,,,ON
66,35,43,26,21.83,7.74,65.83,49.2,101.23,,,,,,OFF
90,34,64,62,21.89,7.77,65.6,49.42,101.23,,,,,,ON
25,15,68,79,21.95,7.8,65.37,49.64,101.23,,,,,,ON
64,43,23,69,22,7.83,65.15,49.85,101.23,,,,,,ON
73,9,33,101,22.06,7.86,64.92,50.07,101.23,,,,,,OFF
51,45,58,85,22.11,7.89,64.69,50.29,101.23,,,,,,ON
61,29,53,71,22.17,7.92,64.47,50.51,101.23,,,,,,ON
9,7,22,3,22.22,7.95,64.24,50.73,101.23,,,,,,OFF
43,28,62,81,22.28,7.98,64.01,50.95,101.23,,,,,,OFF
81,16,26,95,22.33,8.01,63.79,51.17,101.23,,,,,,OFF
48,13,60,76,22.39,8.04,63.56,51.38,101.23,,,,,,OFF
36,4,38,99,22.44,8.07,63.33,51.6,101.23,,,,,,OFF
76,31,23,37,22.5,8.1,63.11,51.82,101.23,,,,,,OFF
61,22,69,44,22.55,8.13,62.88,52.04,101.23,,,,,,ON
59,43,49,56,22.61,8.16,62.65,52.26,101.23,,,,,,ON
77,4,40,110,22.66,8.19,62.43,52.48,101.23,,,,,,OFF
34,15,63,96,22.72,8.22,62.2,52.7,101.23,,,,,,OFF
86,22,45,52,22.77,8.25,61.97,52.91,101.24,,,,,,ON
87,38,68,57,22.83,8.28,61.75,53.13,101.24,,,,,,ON
21,26,48,98,22.88,8.31,61.52,53.35,101.24,,,,,,OFF
23,8,64,39,22.94,8.34,61.29,53.57,101.24,,,,,,ON
22,0,31,7,22.99,8.37,61.07,53.79,101.24,,,,,,OFF
5,11,33,110,23.05,8.4,60.84,54.01,101.24,,,,,,OFF
34,11,23,17,23.1,8.43,60.61,54.23,101.24,,,,,,ON
33,35,27,70,23.16,8.46,60.39,54.44,101.24,,,,,,ON
72,30,46,15,23.21,8.49,60.16,54.66,101.24,,,,,,OFF
41,5,37,25,23.27,8.52,59.93,54.88,101.24,,,,,,ON
27,43,45,50,23.32,8.55,59.71,55.1,101.24,,,,,,ON
8,23,64,7,23.38,8.58,59.48,55.32,101.24,,,,,,ON
10,7,48,56,23.43,8.61,59.25,55.54,101.24,,,,,,ON
23,14,38,84,23.49,8.64,59.03,55.76,101.24,,,,,,ON
44,6,64,88,23.54,8.67,58.8,55.97,101.24,,,,,,ON
14,39,51,1,23.6,8.7,58.57,56.19,101.24,,,,,,ON
88,33,45,75,23.65,8.73,58.35,56.41,101.24,,,,,,ON
10,32,58,8,23.71,8.76,58.12,56.63,101.24,,,,,,ON
6,24,28,73,23.76,8.79,57.89,56.85,101.24,,,,,,ON
25,41,54,103,23.82,8.82,57.67,57.07,101.24,,,,,,OFF
60,3,30,42,23.87,8.85,57.44,57.29,101.24,,,,,,OFF
40,45,40,48,23.93,8.88,57.21,57.5,101.24,,,,,,ON
23,24,50,52,23.98,8.91,56.99,57.72,101.25,,,,,,ON
57,23,57,72,24.04,8.94,56.76,57.94,101.25,,,,,,OFF
58,45,62,53,24.09,8.97,56.53,58.16,101.25,,,,,,ON
13,25,33,32,24.15,9,56.31,58.38,101.25,,,,,,OFF
11,5,20,29,24.2,9.03,56.08,58.6,101.25,,,,,,ON
4,40,44,103,24.26,9.06,55.85,58.82,101.25,,,,,,OFF
72,44,28,84,24.31,9.09,55.63,59.03,101.25,,,,,,ON
51,8,46,58,24.37,9.12,55.4,59.25,101.25,,,,,,OFF
23,35,45,19,24.42,9.15,55.17,59.47,101.25,,,,,,ON
30,35,58,110,24.48,9.18,54.95,59.69,101.25,,,,,,OFF
39,15,61,35,24.53,9.21,54.72,59.91,101.25,,,,,,ON
20,30,28,42,24.59,9.24,54.49,60.13,101.25,,,,,,ON
48,5,25,64,24.64,9.27,54.27,60.35,101.25,,,,,,OFF
45,23,24,25,24.7,9.3,54.04,60.56,101.25,,,,,,ON
2,30,43,58,24.75,9.33,53.81,60.78,101.25,,,,,,ON
68,20,66,104,24.81,9.36,53.59,61,101.25,,,,,,OFF
12,33,29,13,24.86,9.39,53.36,61.22,101.25,,,,,,ON
55,33,60,42,24.92,9.42,53.13,61.44,101.25,,,,,,ON
40,30,20,74,24.98,9.45,52.91,61.66,101.25,,,,,,ON
41,5,60,21,25.03,9.48,52.68,61.88,101.25,,,,,,ON
84,34,23,55,25.09,9.51,52.45,62.09,101.25,,,,,,ON
21,25,58,15,25.14,9.54,52.23,62.31,101.25,,,,,,OFF
46,36,36,104,25.2,9.57,52,62.53,101.25,,,,,,OFF
46,2,21,98,25.25,9.6,51.77,62.75,101.26,,,,,,OFF
22,20,27,79,25.31,9.63,51.55,62.97,101.26,,,,,,OFF
27,40,59,68,25.36,9.66,51.32,63.19,101.26,,,,,,ON
44,36,42,82,25.42,9.69,51.09,63.41,101.26,,,,,,ON
63,34,38,34,25.47,9.72,50.87,63.62,101.26,,,,,,OFF
90,30,58,11,25.53,9.75,50.64,63.84,101.26,,,,,,OFF
9,15,62,42,25.58,9.78,50.41,64.06,101.26,,,,,,ON
53,4,47,5,25.64,9.81,50.19,64.28,101.26,,,,,,OFF
49,35,53,7,25.69,9.84,49.96,64.5,101.26,,,,,,ON
39,30,65,11,25.75,9.87,49.73,64.72,101.26,,,,,,ON
37,6,23,35,25.8,9.9,49.51,64.94,101.26,,,,,,ON
57,20,39,74,25.86,9.93,49.28,65.15,101.26,,,,,,ON
60,9,39,77,25.91,9.96,49.05,65.37,101.26,,,,,,ON
33,26,35,62,25.97,9.99,48.83,65.59,101.26,,,,,,ON
64,11,56,60,26.02,10.02,48.6,65.81,101.26,,,,,,OFF
73,27,39,100,26.08,10.05,48.37,66.03,101.26,,,,,,OFF
83,37,60,48,26.13,10.08,48.15,66.25,101.26,,,,,,ON
31,29,60,24,26.19,10.11,47.92,66.47,101.26,,,,,,ON
9,2,42,94,26.24,10.14,47.69,66.68,101.26,,,,,,OFF
62,36,61,87,26.3,10.17,47.47,66.9,101.26,,,,,,ON
45,43,28,92,26.35,10.2,47.24,67.12,101.26,,,,,,OFF
77,14,43,35,26.41,10.23,47.01,67.34,101.26,,,,,,OFF
11,2,50,34,26.46,10.27,46.79,67.56,101.27,,,,,,ON
16,9,30,88,26.52,10.3,46.56,67.78,101.27,,,,,,ON
3,28,24,109,26.57,10.33,46.33,68,101.27,,,,,,OFF
55,3,27,89,26.63,10.36,46.11,68.22,101.27,,,,,,OFF
13,9,49,47,26.68,10.39,45.88,68.43,101.27,,,,,,ON
60,38,35,32,26.74,10.42,45.65,68.65,101.27,,,,,,OFF
77,20,41,80,26.79,10.45,45.43,68.87,101.27,,,,,,ON
55,12,51,74,26.85,10.48,45.2,69.09,101.27,,,,,,OFF
28,15,54,97,26.9,10.51,44.97,69.31,101.27,,,,,,OFF
56,13,44,41,26.96,10.54,44.75,69.53,101.27,,,,,,ON
70,35,21,62,27.01,10.57,44.52,69.75,101.27,,,,,,ON
37,3,61,90,27.07,10.6,44.29,69.96,101.27,,,,,,OFF
26,30,65,101,27.12,10.63,44.07,70.18,101.27,,,,,,OFF
19,21,26,102,27.18,10.66,43.84,70.4,101.27,,,,,,OFF
36,4,42,46,27.23,10.69,43.61,70.62,101.27,,,,,,OFF
88,24,22,27,27.29,10.72,43.39,70.84,101.27,,,,,,OFF
77,43,22,53,27.34,10.75,43.16,71.06,101.27,,,,,,ON
85,42,41,48,27.4,10.78,42.93,71.28,101.27,,,,,,ON
25,0,51,19,27.45,10.81,42.71,71.49,101.27,,,,,,OFF
4,20,34,104,27.51,10.84,42.48,71.71,101.27,,,,,,OFF
69,10,60,71,27.56,10.87,42.25,71.93,101.27,,,,,,OFF
87,28,27,109,27.62,10.9,42.03,72.15,101.27,,,,,,OFF
60,15,57,28,27.67,10.93,41.8,72.37,101.28,,,,,,OFF
74,16,58,14,27.73,10.96,41.57,72.59,101.28,,,,,,OFF
17,0,61,60,27.78,10.99,41.35,72.81,101.28,,,,,,ON
36,40,21,109,27.84,11.02,41.12,73.02,101.28,,,,,,OFF
70,11,69,37,27.89,11.05,40.89,73.24,101.28,,,,,,OFF
85,25,30,57,27.95,11.08,40.67,73.46,101.28,,,,,,OFF
30,20,67,109,28.01,11.11,40.44,73.68,101.28,,,,,,OFF
67,9,44,22,28.06,11.14,40.21,73.9,101.28,,,,,,OFF
32,43,22,10,28.12,11.17,39.99,74.12,101.28,,,,,,ON
6,26,55,46,28.17,11.2,39.76,74.34,101.28,,,,,,ON
25,30,29,50,28.23,11.23,39.53,74.55,101.28,,,,,,ON
3,9,22,93,28.28,11.26,39.31,74.77,101.28,,,,,,OFF
49,34,55,22,28.34,11.29,39.08,74.99,101.28,,,,,,ON
15,24,37,23,28.39,11.32,38.85,75.21,101.28,,,,,,OFF
55,44,34,13,28.45,11.35,38.63,75.43,101.28,,,,,,ON
66,11,57,72,28.5,11.38,38.4,75.65,101.28,,,,,,OFF
78,9,42,55,28.56,11.41,38.17,75.87,101.28,,,,,,OFF
31,30,42,64,28.61,11.44,37.95,76.08,101.28,,,,,,ON
30,4,25,59,28.67,11.47,37.72,76.3,101.28,,,,,,OFF
31,44,62,66,28.72,11.5,37.49,76.52,101.28,,,,,,ON
61,11,61,11,28.78,11.53,37.27,76.74,101.28,,,,,,OFF
87,13,53,47,28.83,11.56,37.04,76.96,101.28,,,,,,OFF
5,25,63,97,28.89,11.59,36.81,77.18,101.28,,,,,,OFF
18,37,65,58,28.94,11.62,36.59,77.4,101.29,,,,,,ON
67,17,36,66,29,11.65,36.36,77.61,101.29,,,,,,ON
89,0,51,40,29.05,11.68,36.13,77.83,101.29,,,,,,OFF
5,40,67,55,29.11,11.71,35.91,78.05,101.29,,,,,,ON
43,14,69,16,29.16,11.74,35.68,78.27,101.29,,,,,,ON
7,33,23,61,29.22,11.77,35.45,78.49,101.29,,,,,,ON
55,43,39,108,29.27,11.8,35.23,78.71,101.29,,,,,,OFF
74,19,42,4,29.33,11.83,35,78.93,101.29,,,,,,OFF
87,25,64,31,29.38,11.86,34.77,79.14,101.29,,,,,,OFF
56,21,41,86,29.44,11.89,34.55,79.36,101.29,,,,,,ON
21,45,20,18,29.49,11.92,34.32,79.58,101.29,,,,,,ON
30,29,51,34,29.55,11.95,34.09,79.8,101.29,,,,,,ON
37,31,56,17,29.6,11.98,33.87,80.02,101.29,,,,,,ON
69,5,34,43,29.66,12.01,33.64,80.24,101.29,,,,,,ON
43,3,33,71,29.71,12.04,33.41,80.46,101.29,,,,,,ON
66,37,66,68,29.77,12.07,33.19,80.67,101.29,,,,,,ON
82,29,43,13,29.82,12.1,32.96,80.89,101.29,,,,,,OFF
30,20,39,65,29.88,12.13,32.73,81.11,101.29,,,,,,ON
57,2,64,21,29.93,12.16,32.51,81.33,101.29,,,,,,ON
77,25,20,90,29.99,12.19,32.28,81.55,101.29,,,,,,ON
9,14,26,108,30.04,12.22,32.05,81.77,101.29,,,,,,OFF
32,25,49,66,30.1,12.25,31.83,81.99,101.29,,,,,,ON
28,20,43,69,30.15,12.28,31.6,82.2,101.3,,,,,,ON
51,4,66,19,30.21,12.31,31.37,82.42,101.3,,,,,,ON
78,33,21,95,30.26,12.34,31.15,82.64,101.3,,,,,,OFF
31,11,28,6,30.32,12.37,30.92,82.86,101.3,,,,,,ON
7,19,59,77,30.37,12.4,30.69,83.08,101.3,,,,,,ON
38,33,43,68,30.43,12.43,30.47,83.3,101.3,,,,,,ON
65,33,47,29,30.48,12.46,30.24,83.52,101.3,,,,,,OFF
77,44,46,22,30.54,12.49,30.01,83.73,101.3,,,,,,OFF
17,9,52,20,30.59,12.52,29.79,83.95,101.3,,,,,,OFF
7,41,53,70,30.65,12.55,29.56,84.17,101.3,,,,,,ON
28,36,22,76,30.7,12.58,29.33,84.39,101.3,,,,,,ON
24,26,54,72,30.76,12.61,29.11,84.61,101.3,,,,,,ON
35,20,27,38,30.81,12.64,28.88,84.83,101.3,,,,,,ON
81,3,43,106,30.87,12.67,28.65,85.05,101.3,,,,,,OFF
49,44,26,65,30.92,12.7,28.43,85.26,101.3,,,,,,ON
52,1,39,49,30.98,12.73,28.2,85.48,101.3,,,,,,OFF
87,21,34,31,31.04,12.76,27.97,85.7,101.3,,,,,,OFF
62,17,24,8,31.09,12.79,27.75,85.92,101.3,,,,,,ON
34,20,56,37,31.15,12.82,27.52,86.14,101.3,,,,,,ON
47,11,60,103,31.2,12.85,27.29,86.36,101.3,,,,,,OFF
46,42,49,34,31.26,12.88,27.07,86.58,101.3,,,,,,ON
72,0,57,84,31.31,12.91,26.84,86.79,101.3,,,,,,OFF
3,10,50,56,31.37,12.94,26.61,87.01,101.3,,,,,,ON
39,0,68,100,31.42,12.97,26.39,87.23,101.31,,,,,,OFF
53,1,22,100,31.48,13,26.16,87.45,101.31,,,,,,OFF
